"food_facts_id","food_name","public_food_key","calcium","carbohydrates","classification","energy","fat_total","iodine","magnesium","potassium","protein","saturated_fat","sodium","total_dietary_fibre","total_sugars","creation_ts","last_modified_ts"
488,"Abalone, black lip, aquacultured, raw","F000002","29","1.6","15202","332","0.8","50.5","69","250","16.2","0.16","390","0","0.4","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
489,"Abalone, black lip, wild, raw","F000003","21","1.6","15202","380","0.6","80","54","285","19.4","0.14","268","0","0.4","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
490,"Abalone, brown lip, wild, raw","F000004","20","1.6","15202","352","0.6","110","46","210","17.8","0.15","280","0","0.4","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
491,"Abalone, green lip, aquacultured, raw","F000005","58","1.6","15202","345","0.8","201.7","65","260","17.1","0.17","792","0","0.4","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
492,"Abalone, green lip, wild, raw","F000006","19","1.6","15202","363","0.5","190","45","252","18.7","0.13","255","0","0.4","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
493,"Alcoholic beverage, spirit, approximately 30% v/v, all (Brandy, Gin, Rum, Vodka and Whisky), cooked","F000050","1","0.3","29301","302","0","0","1","1","0","0","2","0","0.3","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
494,"Alcoholic beverage, spirit, approximately 40% v/v, all (Brandy, Gin, Rum, Vodka and Whisky)","F000051","1","0.1","29301","892","0","0","0","1","0","0","3","0","0.1","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
495,"Almond beverage, added sugar & Ca","F009827","68","3","20106","115","1.4","1.1","4","16","0.5","0.12","43","0.6","2.2","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
496,"Almond beverage, added sugar & vitamins B1, B2 & B12 & Ca","F009828","120","3","20106","115","1.4","1.1","8","19","0.5","0.12","33","0.6","2.2","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
497,"Almond beverage, added sugar, unfortified","F009825","3","3","20106","115","1.4","1.1","5","31","0.5","0.12","53","0.6","2.2","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
498,"Almond beverage, no added sugar, added Ca","F009826","66","0","20106","65","1.4","1.1","8","19","0.5","0.12","43","0.5","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
499,"Almond beverage, no added sugar, unfortified","F009824","7","0","20106","65","1.4","1.1","6","19","0.5","0.12","40","0.5","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
500,"Amaranth, grain, whole, uncooked","F000061","147","55.6","12101","1527","6.4","1","237","508","15.2","1.62","2","11.1","3.8","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
501,"Anchovy, canned in oil, drained","F000074","167","0","15401","762","8.9","13","69","180","25.4","1.97","5480","0","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
502,"Apple, bonza, unpeeled, raw","F000086","6","12","16101","244","0.3","0","5","88","0.3","0","0","3.2","11.5","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
503,"Apple, dried","F000089","22","60.4","16802","1078","0","2.4","24","640","1.2","0","260","8.5","59.4","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
504,"Apple, fuji, unpeeled, raw","F000091","6","12.5","16101","245","0.3","0","4","91","0.3","0","2","2.4","12.1","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
505,"Apple, golden delicious, unpeeled, raw","F000092","4","10.8","16101","202","0","0","4","90","0.3","0","2","2.5","10.5","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
506,"Apple, granny-smith, unpeeled, raw","F000095","5","10.8","16101","202","0","0","4","108","0.3","0","1","2.3","10.3","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
507,"Apple, green skin, unpeeled, raw","F000098","4","10.8","14676","202","0","0","4","99","0.3","0","2","2.4","10.4","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
508,"Apple, jonathon, unpeeled, raw","F000099","4","12.3","16101","226","0","0","4","110","0.3","0","1","2.3","11.8","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
509,"Apple, pink lady, unpeeled, raw","F000105","4","12.8","16101","242","0","0","5","120","0.2","0","1","3","12.2","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
510,"Apple, red delicious, unpeeled, raw","F000107","5","13.8","16101","248","0","0","4","102","0.3","0","1","2.3","13","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
511,"Apple, red skin, unpeeled, raw","F000110","5","12.7","16101","240","0","0","5","113","0.2","0","1","2.7","12","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
512,"Apple, royal gala, unpeeled, raw","F000111","5","12.1","16101","222","0","0","6","110","0.4","0","1","2.1","11.1","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
513,"Apricot, canned in pear juice","F000122","12","9.6","16404","192","0","0.4","10","189","0.8","0","4","1.8","8.2","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
514,"Apricot, canned in pear juice, drained","F000123","15","8.9","16404","196","0","0.8","10","140","1","0","3","3.1","7.8","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
515,"Apricot, canned in pear juice, juice only","F000124","7","10.5","16404","187","0","0","9","260","0.5","0","5","0","8.7","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
516,"Apricot, dried","F000130","67","44.4","16802","886","0.2","2.2","57","1510","4.3","0","37","8.4","40.5","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
517,"Apricot, raw","F000134","13","7.7","16403","167","0.4","0","12","290","0.2","0","0","1.5","7.6","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
518,"Artichoke heart, canned in brine, drained","F000141","33","1.2","24402","104","0.3","0","22","180","1.9","0","280","4.7","1.1","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
519,"Artichoke, globe, boiled, drained","F000142","34","1.5","24402","170","0.2","0","20","381","3.3","0","7","9.5","1","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
520,"Artichoke, globe, raw","F000144","30","1.3","24402","145","0.2","0","18","360","2.8","0","6","8.1","0.9","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
521,"Artichoke, jerusalem, peeled, boiled, drained","F000145","20","11.3","24302","263","0.1","0","11","503","2.2","0","5","3.2","2.9","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
522,"Artichoke, jerusalem, peeled, raw","F000146","20","10.5","24302","245","0.1","0","11","520","2.1","0","5","3","2.7","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
523,"Asparagus, canned in brine, drained","F000149","12","1.5","24402","101","0.1","0","7","120","1.9","0","240","3.9","1.5","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
524,"Asparagus, green, boiled, drained","F000151","12","1.6","24402","104","0.1","0","17","339","2.9","0","2","2.5","1.6","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
525,"Asparagus, green, raw","F000155","11","1.4","24402","88","0.1","0","15","320","2.5","0","2","2.2","1.4","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
526,"Avocado, raw","F000162","10","0.2","24705","579","13.2","0","26","450","1.6","1.93","7","7.5","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
527,"Bacon, middle rasher, separable fat, fried, no added fat","F000223","4","0.4","18601","3204","81.1","4.9","11","190","11.6","32.07","1000","0","0.4","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
528,"Bacon, middle rasher, separable lean, fried, no added fat","F000224","10","0.8","18601","858","8.5","5.1","29","440","31.2","3.14","2200","0","0.8","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
529,"Bacon, middle rasher, untrimmed, raw","F000228","4","0.2","18601","1310","28.2","0","15","277","15.4","10.95","1274","0","0.2","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
530,"Bacon, shortcut, as purchased without rind, fried, no added fat","F000231","8","0.9","18601","1046","13.9","5.2","30","450","30.4","5.25","2000","0","0.9","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
531,"Baked beans, canned in tomato sauce","F000243","39","10","25201","334","0.3","1.5","27","240","4.8","0.04","378","4.8","2.1","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
532,"Baked beans, canned in tomato sauce, reduced salt","F000244","39","11.3","25201","354","0.3","1.5","27","240","4.8","0.04","294","4.8","3.4","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
533,"Baking powder, dry powder","F000247","6","19.8","31501","364","0.3","1","9","8267","0.8","0.05","6868","0.4","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
534,"Baking soda (bicarbonate), dry powder","F000248","0","0","31501","0","0","0","0","0","0","0","27360","0","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
535,"Ball, snack, date based","F009804","100","45","28201","1389","11.7","5.1","160","970","8.8","4.26","35","9.9","41","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
536,"Bamboo shoot, canned in water, heated, drained","F000253","15","1.3","24402","57","0","0.7","5","51","0.8","0","10","2.8","0.8","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
537,"Banana, cavendish, peeled, raw","F000262","5","19.6","16501","394","0.2","0.4","31","346","1.4","0","0","2.2","12.8","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
538,"Banana, lady finger or sugar, peeled, raw","F000267","10","25","16501","474","0.1","0","38","320","1.5","0","2","3.7","18.2","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
539,"Bar, cherry & coconut centre, dark chocolate-coated","F000279","50","52.6","28102","1785","22.4","6.4","58","270","4.4","16.31","46","4.7","48.6","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
540,"Bar, coconut cream centre, milk chocolate-coated","F000285","87","52.1","28102","1778","22.4","0","41","310","4.5","17.39","130","7.4","44.3","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
541,"Bar, honeycomb centre, milk chocolate-coated","F000296","76","70","28103","1772","16.2","0","31","340","2.6","14.91","260","0.3","64.2","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
542,"Bar, muesli, plain or with dried fruit","F000333","26","59.2","28302","1586","11.5","0","72","335","8.3","3.2","144","7","15.9","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
543,"Bar, muesli, plain or with dried fruit, chocolate-coated","F000337","37","64.1","28303","1653","11.5","0","68","272","6.1","6.65","70","6.4","20.1","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
544,"Bar, muesli, plain or with dried fruit, yoghurt-coated","F000339","97","59.5","28303","1675","14","0","62","359","6.6","8.85","74","6.4","23.1","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
545,"Bar, muesli, with nuts","F000344","29","54.2","28302","1861","19.9","0.8","62","318","9.4","5.3","162","6.8","14","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
546,"Bar, nougat & caramel centre, milk chocolate-coated","F000348","160","62.6","28103","1712","17.2","0","34","290","5.2","10.13","190","1.6","55.3","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
547,"Bar, snack, fruit filled, baked","F000368","22","71.1","28304","1400","3","2","19","174","3.9","1.27","199","4.5","31.4","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
548,"Bar, snack, oat based, baked","F009803","78","44.8","-1","1910","26.7","8.3","89","340","8","16.72","170","5.7","21.2","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
549,"Bar, snack, with >35% nuts, added protein","F009802","88","20.8","28301","1982","31.9","6","110","450","25","6.85","270","4.8","15","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
550,"Bar, snack, with >55% nuts","F009801","99","31","28202","2163","34.6","2.3","180","580","18.8","4.86","39","6.8","15.9","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
551,"Barley, pearl, boiled, no added fat or salt","F000378","14","25.1","12101","590","1.3","1.4","41","145","4.1","0.21","10","5.4","0.4","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
552,"Barley, pearl, uncooked","F000379","28","60.6","12101","1424","3.1","0","95","350","9.9","0.5","10","13.1","1","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
553,"Barramundi, aquacultured, fillet, grilled, no added fat","F000385","25","0","15101","717","7.3","3","40","473","26.4","1.64","76","0","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
554,"Barramundi, aquacultured, fillet, raw","F000386","18","0","15101","523","5.3","2.3","29","345","19.2","1.19","56","0","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
555,"Barramundi, aquacultured, fillet, steamed with no added fat","F000387","22","0","15101","623","6.3","2.2","31","349","22.9","1.42","56","0","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
556,"Basil, green, fresh, raw","F000396","220","0.2","24403","94","0.5","6.4","55","440","2.6","0.03","10","3.3","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
557,"Bassa (basa), fillet, baked, no added fat","F000401","25","0","15101","455","2.4","39","42","475","21.5","0.69","115","0","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
558,"Bassa (basa), fillet, steamed, no added fat","F000403","22","0","15101","396","2.1","28.6","33","351","18.7","0.6","85","0","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
559,"Bassa, fillet, raw","F000402","18","0","15101","332","1.8","30","31","347","15.7","0.5","84","0","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
560,"Bean, broad, dried","F000416","108","37","24502","1300","2.1","0","140","1062","24.3","0.32","21","18.6","2.7","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
561,"Bean, broad, fresh, boiled, drained","F000418","16","2.4","24502","252","0.5","0","26","202","7.4","0","3","7.6","0.8","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
562,"Bean, broad, fresh, raw","F000419","17","2.2","24502","235","0.5","0","30","250","6.9","0","4","7.1","0.7","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
563,"Bean, butter, fresh, boiled, drained","F000421","15","2.5","24502","112","0.2","0","19","185","2.5","0","2","2.5","1.9","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
564,"Bean, butter, fresh, raw","F000422","16","2.3","24502","104","0.2","0","22","230","2.3","0","3","2.3","1.8","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
565,"Bean, green, fresh, boiled, drained","F000430","41","3.5","24502","114","0","0.8","21","226","1.9","0","0","3","2.8","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
566,"Bean, green, fresh, raw","F000431","45","3.3","24502","106","0","1","24","280","1.8","0","0","2.8","2.6","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
567,"Bean, green, frozen, boiled, drained","F000434","33","2.8","24502","108","0.2","0","18","76","1.4","0","2","3.8","1.3","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
568,"Bean, haricot, dried","F000436","150","34.8","25101","1220","2.2","0","160","1290","21.9","0.27","4","18.5","3.5","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
569,"Bean, haricot, dried, boiled, drained","F000437","57","12.6","25101","464","0.7","0","49","340","8.2","0.09","8","8.8","4.7","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
570,"Bean, lima, dried","F000441","55","40.6","25101","1299","1.7","0","170","1900","21.4","0.39","3","17.7","3.7","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
571,"Bean, lima, dried, boiled, drained","F000442","16","10.2","25101","355","0.3","0","35","350","6.4","0.07","7","5.3","0.6","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
572,"Bean, mung, whole, dried, uncooked","F000446","89","41.9","24502","1320","2","0","184","1250","24.5","0.64","1","13.7","2.1","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
573,"Bean, red kidney, canned, drained","F000448","36","14","25102","441","0.6","0","30","270","6.6","0.22","320","6.5","2.4","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
574,"Bean, red kidney, dried","F000449","95","35.6","25101","1250","1.8","0","140","1470","22.5","0.27","3","21.5","3.4","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
575,"Bean, red kidney, dried, boiled, drained","F000451","34","9.1","25101","382","0.5","0","38","290","7.9","0.07","8","7.2","0.6","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
576,"Bean, red kidney, fresh, boiled, drained","F000452","11","15.8","24502","604","0.4","0","15","395","13.8","0","2","9.8","1.3","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
577,"Bean, red kidney, fresh, raw","F000453","12","14.7","24502","561","0.4","0","18","490","12.8","0","3","9.1","1.2","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
578,"Beef, all cuts, separable fat, cooked, no added fat","F000472","8","0","18101","2317","55.6","2.6","11","160","15.3","21.58","29","0","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
579,"Beef, all cuts, separable fat, raw","F000473","6","0","18101","2478","61.4","2.2","9","160","12.1","25.68","25","0","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
580,"Beef, boneless dice or strips, lean, casseroled, no added fat","F000503","5","0","18101","745","3.1","0.8","21","251","37","1.12","28","0","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
581,"Beef, boneless dice or strips, lean, raw","F000504","4","0","18101","555","2.4","1.2","24","340","27.6","0.84","38","0","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
582,"Beef, boneless dice or strips, lean, stir-fried, no added fat","F000505","4","0","18101","648","3","1.7","23","360","31.5","0.98","47","0","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
583,"Beef, boneless dice or strips, untrimmed, casseroled, no added fat","F000506","5","0","18101","763","3.7","0.8","21","250","36.7","1.35","28","0","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
584,"Beef, boneless dice or strips, untrimmed, raw","F000507","4","0","18101","587","3.3","1.2","24","337","27.3","1.24","38","0","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
585,"Beef, boneless dice or strips, untrimmed, stir-fried, no added fat","F000508","4","0","18101","667","3.6","1.7","23","358","31.3","1.21","47","0","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
586,"Beef, casserole meat, boneless or bone-in, blade, lean, casseroled","F000519","5","0","18101","653","3.6","0.8","22","258","30.6","1.28","42","0","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
587,"Beef, casserole meat, boneless or bone-in, shin, lean, casseroled, no added fat","F000513","14","0","18101","682","2.8","1.7","25","320","33.8","1.04","60","0.5","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
588,"Beef, casserole meat, boneless or bone-in, shin, lean, raw","F000514","9","0","18101","394","0.6","1.2","24","370","21.9","0.2","69","0","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
589,"Beef, casserole meat, boneless or bone-in, shin, semi-trimmed, casseroled, no added fat","F000515","14","0","18101","764","5.4","1.7","24","312","32.9","2.07","58","0.5","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
590,"Beef, casserole meat, boneless or bone-in, shin, semi-trimmed, raw","F000516","9","0","18101","457","2.4","1.2","24","364","21.6","0.97","68","0","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
591,"Beef, casserole meat, boneless or bone-in, shin, untrimmed, casseroled, no added fat","F000517","13","0","18101","960","11.8","1.8","23","293","30.6","4.53","55","0.4","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
592,"Beef, casserole meat, boneless or bone-in, shin, untrimmed, raw","F000518","9","0","18101","519","4.2","1.2","23","357","21.3","1.73","66","0","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
593,"Beef, casserole meat, boneless, blade or chuck, lean, casseroled, no added fat","F009785","5","0","18101","803","7.1","1.3","23","279","31.8","2.41","48","0","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
594,"Beef, casserole meat, boneless, blade or chuck, lean, raw","F009782","4","0","18101","495","3","1.2","23","350","22.6","1.07","59","0","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
595,"Beef, casserole meat, boneless, blade or chuck, semi-trimmed, casseroled","F009786","6","0","18101","903","10.3","1.3","22","271","30.7","3.68","46","0","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
596,"Beef, casserole meat, boneless, blade or chuck, semi-trimmed, raw","F009783","4","0","18101","646","7.4","1.3","22","335","21.8","2.94","56","0","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
597,"Beef, casserole meat, boneless, blade or chuck, untrimmed, casseroled, no added fat","F009787","6","0","18101","942","11.5","1.4","22","268","30.3","4.17","46","0","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
598,"Beef, casserole meat, boneless, blade or chuck, untrimmed, raw","F009784","4","0","18101","731","10","1.3","21","327","21.3","4","55","0","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
599,"Beef, casserole meat, boneless, blade, semi-trimmed, casseroled","F000520","5","0","18101","744","6.4","0.9","21","253","29.8","2.38","42","0","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
600,"Beef, casserole meat, boneless, blade, untrimmed, casseroled","F000521","5","0","18101","794","8","1","21","250","29.3","3","41","0","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
601,"Beef, casserole meat, boneless, chuck, lean, casseroled, no added fat","F000522","6","0","18101","953","10.6","1.7","24","300","33","3.54","53","0","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
602,"Beef, casserole meat, boneless, chuck, lean, raw","F000523","4","0","18101","517","3.4","1.2","22","360","23","1.21","62","0","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
603,"Beef, casserole meat, boneless, chuck, semi-trimmed, casseroled","F000524","6","0","18101","1062","14.2","1.8","23","289","31.6","4.98","51","0","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
604,"Beef, casserole meat, boneless, chuck, semi-trimmed, raw","F000525","4","0","18101","693","8.6","1.3","21","342","22","3.41","59","0","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
605,"Beef, casserole meat, boneless, chuck, untrimmed, casseroled, no added fat","F000526","6","0","18101","1089","15.1","1.8","23","286","31.2","5.34","51","0","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
606,"Beef, casserole meat, boneless, chuck, untrimmed, raw","F000527","4","0","18101","755","10.4","1.3","20","336","21.7","4.19","58","0","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
607,"Beef, corned, canned","F000544","6","0.3","18606","957","15.7","8.2","12","140","21.5","7.39","750","0.7","0.3","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
608,"Beef, diced, lean, casseroled, no added fat","F000559","5","0","18101","750","3.5","0.8","20","244","36.5","1.26","27","0","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
609,"Beef, diced, lean, dry-fried, no added fat","F000560","4","0","18101","653","2.9","1.7","23","360","32.1","0.93","47","0","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
610,"Beef, diced, lean, raw","F000561","4","0","18101","574","2.7","1.2","24","340","27.9","0.96","38","0","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
611,"Beef, diced, untrimmed, casseroled, no added fat","F000562","5","0","18101","774","4.3","0.8","20","243","36.2","1.56","27","0","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
612,"Beef, diced, untrimmed, dry-fried, no added fat","F000563","4","0","18101","678","3.7","1.7","23","357","31.8","1.24","47","0","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
613,"Beef, diced, untrimmed, raw","F000564","4","0","18101","614","3.9","1.2","24","336","27.6","1.48","38","0","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
614,"Beef, mince, higher fat, raw","F000655","4","0","18101","767","10.4","2.2","23","305","22.5","4.74","51","0","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
615,"Beef, mince, higher fat, stir-fried, no added fat","F000656","5","0","18101","968","13.5","2.6","22","359","27.6","5.99","60","0","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
616,"Beef, mince, lower fat, raw","F000666","7","0","18101","541","4.1","0","27","348","22.9","1.76","68","0","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
617,"Beef, mince, lower fat, stir-fried, no added fat","F000667","9","0","18101","849","8.1","0","27","421","32.3","3.55","82","0","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
618,"Beef, mince, regular fat, raw","F000678","7","0","18101","710","8.9","0","27","348","22.4","3.83","68","0","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
619,"Beef, mince, regular fat, stir-fried, no added fat","F000679","9","0","18101","1108","16.4","0","27","421","29.5","7.52","82","0","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
620,"Beef, roasting piece, silverside or topside, lean, raw","F000704","4","0","18101","526","3.6","1.2","24","356","23","1.38","44","0","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
621,"Beef, roasting piece, silverside or topside, lean, roasted, no added fat","F000705","4","0","18101","662","4.2","1.7","24","340","29.8","1.16","54","0","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
622,"Beef, roasting piece, silverside or topside, semi-trimmed, raw","F000706","4","0","18101","563","4.7","1.2","23","353","22.8","1.84","43","0","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
623,"Beef, roasting piece, silverside or topside, semi-trimmed, roasted, no added fat","F000707","4","0","18101","711","5.7","1.7","24","335","29.4","1.77","53","0","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
624,"Beef, roasting piece, silverside or topside, untrimmed, raw","F000708","4","0","18101","696","8.7","1.3","22","340","22","3.5","42","0","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
625,"Beef, roasting piece, silverside or topside, untrimmed, roasted, no added fat","F000709","4","0","18101","795","8.3","1.8","23","326","28.6","2.81","52","0","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
626,"Beef, rump steak, lean, grilled, no added fat","F000738","6","0","18101","710","4.5","1.7","27","350","32","1.5","43","0","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
627,"Beef, rump steak, lean, raw","F000739","4","0","18101","450","2.8","1.2","26","370","20.4","1","50","0","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
628,"Beef, rump steak, semi-trimmed, grilled, no added fat","F000751","6","0","18101","804","7.5","1.8","26","339","31","2.67","42","0","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
629,"Beef, rump steak, semi-trimmed, raw","F000752","4","0","18101","546","5.6","1.2","25","360","20","2.16","49","0","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
630,"Beef, rump steak, untrimmed, grilled, no added fat","F000764","6","0","18101","910","10.8","1.8","25","326","29.9","4","41","0","0","2023-06-22 19:23:13.781667","2023-06-22 19:23:13.781667"
