publicFoodKey,classification,foodName,energy,protein,fatTotal,totalDietaryFibre,totalSugars,carbohydrates,calcium,iodine,magnesium,potassium,sodium,saturatedFat
F002288,24302,"Cassava, white flesh, peeled, fresh, raw",644,0.6,0.3,4.6,1.2,34.1,21,0.0,13,250,2,0.00
F002289,24302,"Cassava, yellow flesh, peeled, fresh, boiled, drained",571,1.7,0.2,5.0,1.3,28.7,18,0.0,9,281,2,0.00
F002290,24302,"Cassava, yellow flesh, peeled, fresh, raw",531,1.6,0.2,4.7,1.2,26.7,18,0.0,9,290,2,0.00
F002377,24202,"Cauliflower, fresh, boiled, drained",106,2.0,0.2,1.2,2.9,3.4,18,0.0,15,227,40,0.00
F002378,24202,"Cauliflower, fresh, raw",102,1.9,0.2,1.2,2.8,3.3,18,0.0,16,242,40,0.00
F002383,24302,"Celeriac, peeled, boiled, drained",174,1.7,0.2,5.5,3.0,5.4,42,0.0,22,426,21,0.00
F002384,24302,"Celeriac, peeled, raw",162,1.6,0.2,5.1,2.8,5.0,41,0.0,22,440,21,0.00
F002389,24402,"Celery, fresh, fried, no added fat",77,0.7,0.1,1.8,1.5,2.7,54,0.0,12,326,119,0.00
F002390,24402,"Celery, fresh, raw",63,0.6,0.1,1.4,1.2,2.2,44,0.0,10,267,98,0.00
F002405,19401,"Cheese, blue vein",1582,20.9,32.4,0.0,0.0,0.0,510,23.0,24,88,1090,20.71
F002406,19403,"Cheese, bocconcini",1032,16.6,20.2,0.0,0.0,0.0,320,76.0,10,13,210,14.45
F002407,19405,"Cheese, brie",1508,18.6,31.5,0.0,0.0,0.0,460,23.0,20,100,580,20.48
F002408,19405,"Cheese, camembert",1223,18.6,23.8,0.0,0.0,0.0,490,13.0,19,98,570,15.56
F002412,19402,"Cheese, cheddar, natural, reduced fat (approximately 15%)",1166,34.4,15.3,0.0,0.0,0.0,995,18.0,35,110,560,9.87
F002413,19402,"Cheese, cheddar, natural, reduced fat (approximately 25%)",1356,27.9,23.4,0.0,0.0,0.0,800,18.0,32,110,550,15.10
F002414,19401,"Cheese, cheddar, natural, regular fat",1689,24.6,33.5,0.0,0.3,0.3,760,25.5,27,73,686,22.72
F002425,19407,"Cheese, cheddar, processed, reduced fat (approximately 15%), added vitamin D",1054,22.4,15.4,0.0,4.9,4.9,886,23.0,23,170,1171,10.26
F002428,19406,"Cheese, cheddar, processed, regular fat",1254,18.2,23.9,0.0,1.5,1.9,588,24.5,26,125,1420,16.04
F002435,19403,"Cheese, cottage",556,17.0,5.7,0.0,1.8,1.8,89,15.3,8,123,277,3.47
F002444,19403,"Cheese, cream, plain",1420,8.5,34.2,0.0,0.2,0.2,69,13.0,6,80,320,22.07
F002448,19401,"Cheese, edam",1500,27.4,27.2,0.0,0.0,0.0,810,11.0,36,85,900,17.22
F002452,19401,"Cheese, fetta (feta)",1136,16.6,22.3,0.0,0.4,0.4,315,26.5,15,74,1100,14.16
F002462,19401,"Cheese, goat, firm",1502,18.6,31.3,0.0,0.8,0.8,334,61.2,26,116,538,20.73
F002463,19401,"Cheese, goat, soft",1194,21.2,21.7,0.0,0.9,0.9,63,84.3,11,127,430,14.38
F002466,19401,"Cheese, haloumi",1050,21.3,17.1,0.0,1.8,1.8,620,8.0,18,77,2900,11.03
F002472,19401,"Cheese, mozzarella",1213,22.2,22.1,0.0,0.0,0.0,685,28.8,28,79,522,14.37
F002478,19401,"Cheese, parmesan, dried, finely grated",1949,40.6,33.3,0.0,0.0,0.0,970,26.0,42,80,1300,21.06
F002479,19401,"Cheese, parmesan, fresh, regular fat",1565,32.0,27.0,0.0,0.0,0.0,948,38.0,41,78,1000,18.73
F002488,19403,"Cheese, ricotta",665,10.4,11.8,0.0,2.7,2.7,170,19.0,10,91,170,7.73
F002494,20301,"Cheese, soy",996,3.8,23.4,0.0,0.7,3.9,30,2.3,228,199,407,3.08
F002513,16702,"Cherry, black, canned in syrup",299,0.7,0.0,0.9,15.8,17.0,8,1.3,7,125,4,0.00
F002514,16702,"Cherry, black, canned in syrup, drained",310,0.9,0.1,1.7,15.7,17.0,10,1.4,8,130,5,0.00
F002517,16404,"Cherry, black, canned in syrup, syrup only",288,0.5,0.0,0.0,16.0,17.1,6,1.1,6,120,3,0.00
F002522,16403,"Cherry, raw",250,0.8,0.2,1.5,10.9,12.9,22,0.1,8,230,0,0.00
F002568,18301,"Chicken, barbecued, with skin",806,27.5,8.9,1.1,0.0,0.0,10,3.6,28,310,430,2.47
F002590,18301,"Chicken, breast, lean flesh, baked, no added fat",637,29.0,3.9,0.0,0.0,0.0,9,0.0,30,320,46,1.25
F002591,18301,"Chicken, breast, lean flesh, casseroled, no added fat",596,27.0,3.7,0.0,0.0,0.0,11,0.6,28,270,41,1.20
F002592,18301,"Chicken, breast, lean flesh, fried, no added fat",663,34.5,1.8,0.0,0.7,0.7,5,0.6,38,445,55,0.55
F002593,18301,"Chicken, breast, lean flesh, grilled, no added fat",598,29.8,2.5,0.0,0.0,0.0,5,0.0,30,375,43,0.82
F002594,18301,"Chicken, breast, lean flesh, raw",412,22.5,0.8,0.0,0.0,0.0,4,0.0,31,390,48,0.25
F002595,18301,"Chicken, breast, lean flesh, skin & fat, baked, no added fat",785,27.7,8.5,0.0,0.0,0.0,13,0.2,29,303,48,2.63
F002596,18301,"Chicken, breast, lean flesh, skin & fat, casseroled, no added fat",701,26.0,7.0,0.0,0.0,0.0,11,0.8,27,258,41,2.16
F002597,18301,"Chicken, breast, lean flesh, skin & fat, raw",666,20.2,8.7,0.0,0.0,0.0,6,0.4,27,338,46,2.66
F002645,18301,"Chicken, drumstick, lean flesh, baked, no added fat",830,29.9,8.5,0.0,0.4,0.4,24,2.1,26,300,120,2.54
F002646,18301,"Chicken, drumstick, lean flesh, casseroled, no added fat",730,28.6,6.6,0.0,0.0,0.0,17,2.1,23,220,74,2.15
F002647,18301,"Chicken, drumstick, lean flesh, raw",492,18.5,4.8,0.0,0.0,0.0,10,0.0,22,260,71,1.40
F002648,18301,"Chicken, drumstick, lean flesh, skin & fat, baked, no added fat",979,28.5,13.2,0.0,0.3,0.3,28,2.1,25,285,113,3.98
F002649,18301,"Chicken, drumstick, lean flesh, skin & fat, casseroled, no added fat",873,26.9,11.2,0.0,0.0,0.0,16,2.1,22,208,70,3.50
F002650,18301,"Chicken, drumstick, lean flesh, skin & fat, raw",645,17.6,9.3,0.0,0.0,0.0,10,0.3,20,240,67,2.80
F002708,18401,"Chicken, liver, fried, added butter",744,20.2,10.8,0.0,0.0,0.0,6,1.8,19,234,115,5.11
F002709,18401,"Chicken, liver, raw",466,16.9,4.8,0.0,0.0,0.0,4,1.4,19,230,66,1.34
F009831,18301,"Chicken, mince, fried, no added fat",532,28.1,1.4,0.0,0.0,0.0,6,0.0,28,379,52,0.41
F002739,18301,"Chicken, mince, raw",404,21.4,1.1,0.0,0.0,0.0,4,0.0,28,360,49,0.31
F002751,18903,"Chicken, nugget, purchased from fast food chain, grilled",818,14.8,5.9,1.3,0.9,19.9,13,0.0,20,180,434,1.19
F002752,18903,"Chicken, nugget, purchased from independent takeaway & fast food chain, fried, undefined oil",1104,13.1,15.8,1.1,0.0,16.8,13,1.1,20,180,740,5.64
F002755,18903,"Chicken, nugget, purchased frozen, baked, no added fat",1172,12.8,17.6,1.1,0.8,17.3,13,2.9,20,180,920,4.97
F002756,18605,"Chicken, processed luncheon meat, low or reduced fat",483,20.0,1.2,0.2,0.2,4.4,8,4.4,22,350,760,0.39
F009790,18903,"Chicken, schnitzel, baked without fat",868,16.5,9.6,1.7,2.1,13.1,8,9.6,25,332,529,1.30
F002768,18301,"Chicken, separable fat, composite, cooked, no added fat",2036,4.3,53.0,0.0,0.0,0.0,6,1.0,3,32,13,16.13
F002769,18301,"Chicken, separable fat, composite, raw",2392,5.1,62.3,0.0,0.0,0.0,9,2.1,5,63,22,18.96
F002771,18301,"Chicken, skin, composite, baked, no added fat",1818,22.3,38.9,0.0,0.0,0.0,54,2.1,25,220,78,11.84
F002772,18301,"Chicken, skin, composite, casseroled, no added fat",1742,18.0,38.8,0.0,0.0,0.0,13,2.1,17,150,51,11.44
F002773,18301,"Chicken, skin, composite, raw",1515,12.7,35.1,0.0,0.0,0.0,13,2.1,8,120,43,10.75
F002804,18301,"Chicken, thigh, lean flesh, baked, no added fat",733,24.2,8.7,0.0,0.0,0.0,18,2.1,26,290,76,2.69
F002805,18301,"Chicken, thigh, lean flesh, casseroled, no added fat",810,26.3,9.8,0.0,0.0,0.0,15,2.1,22,230,62,3.05
F009806,18301,"Chicken, thigh, lean flesh, fried, no added fat",662,27.6,5.2,0.0,0.0,0.0,8,0.0,35,440,84,1.70
F002806,18301,"Chicken, thigh, lean flesh, raw",436,19.1,3.0,0.0,0.0,0.0,6,0.0,24,320,64,0.86
F002807,18301,"Chicken, thigh, lean flesh, skin & fat, baked, no added fat",947,23.0,15.0,0.0,0.0,0.0,22,2.0,25,268,73,4.60
F002808,18301,"Chicken, thigh, lean flesh, skin & fat, casseroled, no added fat",1004,24.1,16.1,0.0,0.0,0.0,14,2.0,20,209,58,4.89
F002809,18301,"Chicken, thigh, lean flesh, skin & fat, raw",898,16.0,16.9,0.0,0.0,0.0,7,0.6,19,250,54,5.12
F002847,18301,"Chicken, wing, lean flesh, baked, no added fat",810,30.9,7.7,0.0,0.0,0.0,13,2.1,24,270,84,2.35
F002848,18301,"Chicken, wing, lean flesh, casseroled, no added fat",800,27.9,8.8,0.0,0.0,0.0,13,2.1,20,200,70,2.74
F002849,18301,"Chicken, wing, lean flesh, raw",470,18.7,4.1,0.0,0.0,0.0,13,2.1,22,230,66,1.24
F002850,18301,"Chicken, wing, lean flesh, skin & fat, baked, no added fat",1100,28.1,16.8,0.0,0.0,0.0,24,2.1,24,252,81,5.12
F002851,18301,"Chicken, wing, lean flesh, skin & fat, casseroled, no added fat",1067,24.9,17.4,0.0,0.0,0.0,13,2.1,19,184,64,5.25
F002852,18301,"Chicken, wing, lean flesh, skin & fat, raw",917,16.1,17.4,0.0,0.0,0.0,13,2.1,16,184,56,5.32
F002880,25102,"Chickpea, canned, drained",474,6.3,2.1,5.7,0.6,13.3,45,0.0,27,140,250,0.21
F002881,25101,"Chickpea, dried",1373,19.7,5.5,20.8,2.2,38.5,159,0.4,134,396,11,0.56
F002882,25101,"Chickpea, dried, boiled, drained",499,7.2,2.0,7.6,0.8,14.0,58,0.2,49,144,4,0.20
F002883,24302,"Chicory, boiled, drained",78,2.1,0.2,2.1,0.8,0.9,34,2.4,13,233,40,0.00
F002884,24302,"Chicory, raw",67,1.8,0.2,1.8,0.7,0.8,30,2.4,12,220,36,0.00
F002893,31302,"Chilli (chili), dried, ground",1280,13.4,14.3,34.8,7.2,14.9,330,2.3,149,1950,2867,2.06
F002894,24705,"Chilli (chili), green, fried, no added fat",201,3.1,0.3,14.3,1.1,1.1,13,0.0,12,311,4,0.00
F002896,24705,"Chilli (chili), green, raw",181,2.8,0.3,12.9,1.0,1.0,12,0.0,11,280,4,0.00
F002900,24705,"Chilli (chili), red, fried, no added fat",222,1.6,0.4,11.8,4.7,4.7,18,0.0,31,333,3,0.00
F002901,24705,"Chilli (chili), red, raw",200,1.4,0.4,10.6,4.2,4.2,16,0.0,28,300,3,0.00
F002907,24403,"Chives, raw",120,1.5,0.3,4.7,2.6,2.6,90,6.6,12,210,7,0.00
F002916,28101,"Chocolate, compound, cooking",2140,4.0,30.3,4.6,55.3,57.0,78,22.6,87,650,45,27.72
F002921,28101,"Chocolate, dark, high cocoa solids",2202,3.9,30.1,1.2,52.0,62.6,52,10.0,120,440,55,18.22
F009837,281,"Chocolate, dark, no added sugar",2118,6.9,38.3,9.9,0.5,32.1,51,8.4,150,560,3,23.07
F002929,28101,"Chocolate, milk",2178,7.6,30.5,2.3,54.6,56.0,252,22.6,49,425,68,18.76
F002934,28103,"Chocolate, milk, fondant or caramel filled",2002,6.0,24.7,2.0,53.6,61.4,170,22.6,41,320,79,15.23
F002937,28102,"Chocolate, milk, with dried fruit & nuts",2080,7.8,27.9,2.9,53.3,55.3,218,17.9,64,524,62,15.10
F002939,28102,"Chocolate, milk, with nuts",2325,9.9,39.5,4.7,39.6,40.7,208,15.8,85,505,48,13.98
F002946,28101,"Chocolate, white",2273,7.1,34.5,0.2,54.6,54.6,230,27.0,25,310,78,21.40
F002948,24705,"Choko, peeled, fresh, boiled, drained",103,0.6,0.2,1.7,3.7,4.3,19,0.0,12,94,9,0.00
F002949,24705,"Choko, peeled, fresh, raw",87,0.5,0.2,1.4,3.1,3.6,17,0.0,11,88,8,0.00
F002953,23201,"Chutney or relish, commercial",752,0.5,0.3,2.2,41.5,43.1,25,0.5,13,210,690,0.00
F002955,29401,"Cider, apple (alcohol approximately 4-5% v/v)",209,0.0,0.0,0.0,5.6,5.6,3,0.0,2,56,3,0.00
F002963,31302,"Cinnamon, dried, ground",1004,4.0,1.2,53.1,2.2,27.5,1002,0.1,60,431,10,0.62
F002970,31302,"Cloves, dried, ground",1389,6.0,13.0,33.9,2.4,31.6,632,50.7,259,1020,277,5.49
F002980,11804,Cocoa powder,1335,22.1,15.2,27.7,1.5,10.5,170,4.0,590,4400,81,9.17
F009813,20106,"Coconut beverage, added Ca",106,0.2,1.7,0.0,1.0,2.4,90,1.3,4,25,17,1.48
F009812,20106,"Coconut beverage, unfortified",106,0.2,1.7,0.0,1.0,2.4,1,1.3,4,30,47,1.48
F002982,22203,"Coconut, cream, regular fat",908,1.6,23.2,0.0,1.4,1.4,2,1.7,20,130,16,18.82
F002983,22203,"Coconut, fresh, mature fruit, flesh",1396,3.8,32.8,8.1,2.9,3.3,7,0.0,15,270,5,28.95
F002984,22203,"Coconut, fresh, mature, water or juice",87,0.5,0.1,0.0,4.7,4.7,17,0.0,11,200,17,0.09
F002985,22203,"Coconut, fresh, young or immature, flesh",353,1.6,5.6,0.5,4.0,7.0,18,0.0,18,138,6,4.94
F002986,22203,"Coconut, fresh, young or immature, water or juice",109,0.2,0.0,0.0,6.6,6.6,12,0.0,11,186,5,0.00
F002987,22203,"Coconut, grated & desiccated",2777,6.9,65.4,15.4,6.6,7.3,12,3.9,72,574,15,57.72
F002990,22203,"Coconut, milk, canned, reduced fat",288,0.6,7.1,0.0,0.9,0.9,5,4.1,6,61,15,6.39
F002991,22203,"Coconut, milk, canned, regular fat",620,1.4,15.4,0.0,1.7,1.7,3,2.0,26,160,26,12.49
F003003,15102,"Cod or hake, smoked, steamed",396,20.1,1.5,0.0,0.0,0.0,20,0.0,27,252,548,0.36
F003009,15102,"Cod, smoked, raw",356,18.8,1.0,0.0,0.0,0.0,20,50.0,27,300,655,0.25
F003014,11209,"Coffee mix, with beverage whitener & sugar, dry powder",1645,13.1,12.7,3.6,38.3,56.1,340,58.0,73,1300,380,11.90
F003017,11201,"Coffee, black, from instant coffee powder",5,0.2,0.0,0.2,0.0,0.0,3,0.8,4,31,3,0.00
F003018,11203,"Coffee, black, from instant coffee powder, decaffeinated",5,0.2,0.0,0.2,0.0,0.0,3,0.8,4,31,3,0.00
F003041,11201,"Coffee, espresso, from ground coffee beans",40,1.7,0.3,0.0,0.0,0.0,11,0.0,37,520,2,0.11
F009796,11202,"Coffee, flat white/latte/cappuccino, from ground coffee beans, with regular fat cows milk",195,2.8,2.5,0.0,3.4,3.4,95,21.0,16,220,29,1.72
F003060,11205,"Coffee, instant, dry powder or granules",588,18.0,0.3,20.6,3.4,3.6,150,4.6,320,3500,61,0.11
F003061,11205,"Coffee, instant, dry powder or granules, decaffeinated",522,18.0,0.3,20.6,2.3,2.5,150,4.6,320,3500,61,0.11
F003065,11201,"Coffee, long black, from ground coffee beans",8,0.3,0.1,0.0,0.0,0.0,3,0.6,8,104,3,0.02
F003084,11208,"Coffee, prepared from coffee mix with sugar & whitener, no added milk",82,0.6,0.6,0.2,1.9,2.8,18,3.6,5,65,22,0.59
F003095,13101,"Cone, wafer style, for ice cream",1474,7.9,2.3,3.2,0.3,72.3,26,5.0,26,137,327,0.41
F003097,28102,"Confectionery, almond, chocolate-coated",2209,9.4,33.5,3.6,47.2,48.4,254,19.2,82,481,58,16.51
F003100,28103,"Confectionery, chocolate centre, sugar-coated",2032,4.8,18.8,1.8,64.9,76.7,110,22.6,45,290,55,8.86
F003105,28102,"Confectionery, dried fruit & nuts, chocolate-coated",2083,9.7,29.5,3.8,46.8,49.4,161,11.6,71,604,36,11.45
F003114,28102,"Confectionery, peanut, chocolate-coated",2334,13.3,37.7,4.3,37.6,41.9,183,14.9,94,508,174,15.43
F003118,28103,"Confectionery, sultana, chocolate-coated",1913,6.1,21.4,2.6,60.2,61.7,192,16.2,45,584,50,13.13
F003130,11403,"Cordial base, 25% citrus fruit juice, regular",606,0.0,0.0,0.0,37.3,37.3,3,1.0,1,15,12,0.00
F003135,11403,"Cordial base, 40% citrus fruit juice, regular",659,0.2,0.0,0.0,40.2,40.2,4,1.0,2,32,43,0.00
F003128,11403,"Cordial base, blackcurrant juice, regular",731,0.1,0.0,0.0,45.0,45.0,6,1.0,3,54,0,0.00
F003158,11401,"Cordial, 25% citrus fruit juice, regular, recommended dilution",142,0.0,0.0,0.0,8.7,8.7,2,0.8,1,4,5,0.00
F003160,11401,"Cordial, 40% citrus fruit juice, regular, recommended dilution",154,0.0,0.0,0.0,9.4,9.4,2,0.8,1,8,12,0.00
F003156,11401,"Cordial, blackcurrant juice, regular, recommended dilution",151,0.0,0.0,0.0,9.3,9.3,2,0.8,1,11,2,0.00
F003190,31302,"Coriander seed, dried, ground",1344,12.4,17.8,41.9,2.4,8.4,709,2.3,330,1267,35,1.03
F003192,24403,"Coriander, fresh, raw",132,3.1,0.6,3.2,1.2,1.9,86,9.8,30,540,45,0.02
F003198,26201,"Corn chips, plain, toasted, salted",2053,7.5,25.0,5.2,0.6,56.0,130,5.4,92,170,420,5.81
F003200,24704,"Corn, fresh on cob, boiled, drained",381,3.8,1.9,4.0,5.6,13.0,16,0.0,12,234,19,0.50
F003209,24704,"Corn, fresh on cob, raw",366,3.6,1.8,3.8,5.4,12.5,16,0.0,12,250,19,0.48
F003220,24704,"Corn, kernels, canned in brine, drained",391,2.9,1.0,2.7,3.5,16.8,2,0.0,17,124,170,0.25
F003201,24704,"Corn, kernels, purchased frozen, boiled, drained",452,3.1,0.9,3.5,2.6,19.9,5,0.0,27,210,8,0.24
F003202,24704,"Corn, kernels, purchased frozen, raw",390,3.0,0.9,2.5,3.0,16.8,3,0.0,24,202,5,0.24
F003227,12101,"Cornmeal (polenta), boiled, no added fat or salt",452,2.7,0.5,1.0,0.2,22.3,2,1.6,12,42,2,0.07
F003230,12101,"Cornmeal (polenta), uncooked",1421,8.5,1.7,3.0,0.7,70.0,2,3.7,34,130,0,0.23
F003235,12103,"Couscous, boiled, no added fat or salt",677,6.1,0.1,1.9,1.5,32.7,13,0.4,23,111,3,0.01
F003239,12103,"Couscous, uncooked",1523,13.8,0.2,4.2,3.4,73.6,27,0.0,51,250,2,0.03
F003243,15201,"Crab, flesh, purchased steamed or boiled",370,20.2,0.7,0.0,0.0,0.0,120,59.0,33,280,420,0.14
F003248,16802,"Cranberry, dried, sweetened",1330,0.2,1.1,5.3,72.6,77.5,9,0.0,4,49,5,0.29
F003249,16201,"Cranberry, raw",131,0.5,0.1,3.6,4.3,4.3,8,0.0,6,80,2,0.01
F003250,31501,"Cream of tartar, dry powder",2,0.0,0.0,0.2,0.0,0.0,8,0.0,2,16500,52,0.00
F003255,19305,"Cream, imitation (non-dairy)",1108,1.0,21.8,0.0,16.3,17.7,17,0.0,2,24,57,19.34
F003267,19304,"Cream, sour, light (approximately 18% fat)",868,3.6,19.7,0.0,4.5,4.5,80,15.0,5,74,19,12.73
F003269,19303,"Cream, sour, regular fat",1414,1.9,36.3,0.0,2.0,2.0,50,15.0,5,74,19,23.46
F003270,19301,"Cream, thickened, regular fat (approximately 35%)",1409,2.0,36.1,0.0,2.4,2.4,60,11.3,6,84,27,23.28
F003299,34101,"Crocodile, back leg, raw",455,22.0,2.2,0.0,0.0,0.0,6,3.4,20,370,70,0.64
F009817,34101,"Crocodile, steak, as purchased, fried, no added fat",677,34.4,2.5,0.0,0.0,0.0,10,5.4,37,583,88,0.64
F009793,34101,"Crocodile, steak, as purchased, raw",406,20.6,1.5,0.0,0.0,0.0,6,3.4,22,350,53,0.38
F003301,34101,"Crocodile, tail fillet, raw",442,22.5,1.6,0.0,0.0,0.0,6,3.4,22,370,51,0.47
F003305,13401,"Croissant, plain",1505,10.0,19.1,2.7,5.1,35.6,40,1.1,24,130,462,12.00
F003313,13606,"Crumpet, from white flour, toasted",860,5.6,0.8,2.5,1.9,41.6,92,70.9,19,88,1051,0.16
F003319,24705,"Cucumber, common, peeled, raw",50,0.4,0.1,0.6,2.1,2.1,13,0.0,9,97,21,0.00
F003320,24705,"Cucumber, common, unpeeled, raw",50,0.8,0.1,1.4,1.2,1.2,18,0.1,14,136,10,0.00
F003321,24705,"Cucumber, Lebanese, unpeeled, raw",52,0.6,0.0,0.9,1.9,2.0,42,0.1,10,134,12,0.00
F003324,24705,"Cucumber, telegraph, unpeeled, raw",56,1.2,0.1,0.9,1.4,1.4,49,0.2,13,210,16,0.00
F003327,31302,"Cumin (cummin) seed, dried, ground",1782,17.8,22.3,10.5,2.2,33.7,931,13.6,366,1788,168,1.73
F003328,16303,"Cumquat (kumquat), raw",266,1.9,0.9,6.5,9.4,9.4,62,0.3,20,186,10,0.23
F003331,16801,"Currant, dried",1167,2.8,0.5,6.0,63.2,65.1,87,0.0,43,810,46,0.00
F003337,31302,Curry powder,1231,14.3,14.0,53.2,2.8,2.8,525,0.0,255,1170,52,1.64
F003423,16504,"Custard apple, African pride, peeled, raw",326,1.4,0.6,2.5,14.7,15.8,17,0.1,32,250,4,0.16
F003426,12103,"Custard powder, vanilla, dry mix",1414,0.5,0.4,0.5,0.4,81.5,8,0.2,5,16,392,0.08
F003441,19602,"Custard, vanilla, prepared from dry mix",430,3.6,3.7,0.0,9.6,13.9,115,23.7,11,155,59,2.51
F003442,19602,"Custard, vanilla, regular fat",392,3.3,3.0,0.0,11.6,13.9,120,13.0,11,165,61,1.96
F003464,14201,"Dairy blend, butter & edible oil spread (approximately 80% fat), reduced salt (sodium 400 mg/100 g)",2915,0.5,78.1,0.0,0.6,1.0,12,4.0,1,20,410,35.46
F003466,14201,"Dairy blend, butter & edible oil spread (approximately 80% fat), sodium 600 mg/100 g",2915,0.5,78.1,0.0,0.6,1.0,17,3.8,2,27,611,33.88
F003488,19701,"Dairy or yoghurt dessert, chocolate, regular fat",533,5.1,3.7,1.4,15.7,17.7,120,13.0,16,230,59,2.34
F003496,16802,"Date, dried",1212,2.0,0.2,9.7,65.9,67.2,47,1.5,50,730,14,0.00
F003509,24403,"Dill, fresh, raw",170,3.4,1.2,3.3,1.2,2.5,170,6.6,31,370,42,0.06
F003539,23503,"Dip, hummus, commercial",1039,6.9,19.5,3.9,0.8,9.4,49,1.6,65,260,410,1.83
F003573,13605,"Doughnut, dusted with cinnamon & sugar",1583,6.6,19.5,2.0,13.7,43.9,60,2.4,20,120,487,8.70
F003574,13605,"Doughnut, iced",1517,6.7,15.9,1.7,22.9,48.2,21,0.0,22,94,414,6.86
F003575,13605,"Doughnut, jam filled, sugar coated",1535,6.0,17.6,1.9,19.0,46.2,55,2.1,18,114,440,7.83
F003592,23303,"Dressing, French or Italian, regular fat, commercial",948,0.1,19.6,0.0,11.4,11.7,0,0.0,0,0,970,2.02
F003612,23301,"Dressing, thousand island, regular fat, commercial",1494,1.0,31.8,1.4,14.7,16.6,12,5.0,6,130,878,3.37
F003627,14501,"Dripping, beef",3703,0.2,100.0,0.0,0.0,0.0,0,0.0,0,0,0,52.10
F009819,18302 ,"Duck, breast, lean, fried, no added fat",504,28.0,0.8,0.0,0.0,0.0,5,0.0,26,400,63,0.25
F009805,18302,"Duck, breast, lean, raw",383,21.2,0.6,0.0,0.0,0.0,4,0.0,26,380,60,0.19
F003631,18302,"Duck, lean flesh, baked, no added fat",765,24.3,9.5,0.0,0.0,0.0,26,2.1,20,250,95,2.95
F003632,18302,"Duck, lean flesh, raw",506,17.8,5.5,0.0,0.0,0.0,7,0.0,19,270,91,1.71
F003633,18302,"Duck, lean flesh, skin & fat, baked, no added fat",2114,17.3,49.2,0.0,0.0,0.0,6,0.2,10,163,62,15.08
F003634,18302,"Duck, lean flesh, skin & fat, raw",1585,13.0,36.9,0.0,0.0,0.0,5,0.2,10,153,58,11.31
F003641,18302,"Duck, skin & fat, baked, no added fat",2016,13.4,48.3,0.0,0.0,0.0,3,2.1,15,130,60,14.79
F003642,18302,"Duck, skin & fat, raw",2352,9.5,59.2,0.0,0.0,0.0,3,0.3,4,70,34,18.12
F003705,17101,"Egg, chicken, white (albumen), hard-boiled",204,11.6,0.0,0.0,0.4,0.4,6,0.0,11,112,175,0.00
F003706,17101,"Egg, chicken, white (albumen), raw",196,11.2,0.0,0.0,0.4,0.4,5,0.0,11,119,175,0.00
F003718,17101,"Egg, chicken, whole, fried, no fat added",606,14.3,9.6,0.0,0.3,0.3,53,62.1,14,159,170,2.61
F003721,17101,"Egg, chicken, whole, hard-boiled",574,12.4,9.5,0.0,0.3,0.7,39,47.3,10,107,127,2.56
F003723,17102,"Egg, chicken, whole, omega-3 polyunsaturate enriched, boiled",568,12.7,9.4,0.0,0.3,0.3,46,116.3,12,122,122,2.50
F003724,17102,"Egg, chicken, whole, omega-3 polyunsaturate enriched, raw",557,12.4,9.2,0.0,0.3,0.3,45,120.0,12,120,120,2.44
F003725,17101,"Egg, chicken, whole, poached",555,13.1,8.8,0.0,0.3,0.3,49,57.0,12,146,156,2.39
F003729,17101,"Egg, chicken, whole, raw",533,12.6,8.5,0.0,0.3,0.3,47,57.6,12,140,150,2.30
F003732,17201,"Egg, chicken, whole, scrambled, with regular fat cows milk, no fat added",504,10.8,7.7,0.0,2.0,2.1,73,49.5,13,158,128,2.56
F003736,17101,"Egg, chicken, yolk, hard-boiled",1450,16.1,31.7,0.0,0.2,0.2,115,130.0,7,97,47,9.63
F003737,17101,"Egg, chicken, yolk, raw",1311,15.6,28.2,0.0,0.2,0.2,100,80.0,8,104,58,8.57
F003759,24705,"Eggplant, unpeeled, fresh, baked, no added fat",109,1.3,0.4,2.9,3.0,3.0,27,0.0,9,200,6,0.00
F003760,24705,"Eggplant, unpeeled, fresh, grilled, no added fat",132,1.6,0.4,3.5,3.7,3.7,31,0.0,11,218,7,0.00
F003761,24705,"Eggplant, unpeeled, fresh, raw",93,1.1,0.3,2.4,2.6,2.6,23,0.0,8,170,5,0.00
F003776,18303,"Emu, fan fillet, raw",486,24.7,1.8,0.0,0.0,0.0,4,1.2,27,347,43,0.64
F003778,183,"Emu, steak, as purchased, fried, no added fat",644,30.8,3.3,0.0,0.0,0.0,5,1.2,26,368,53,0.96
F003779,18303,"Emu, steak, as purchased, raw",490,23.4,2.5,0.0,0.0,0.0,4,1.2,26,350,50,0.73
F003784,24401,"Endive, fresh, raw",58,1.5,0.2,2.2,0.3,0.4,46,2.1,10,190,76,0.00
F003802,26301,"Extruded snack, cheese flavoured",2038,8.8,25.8,3.2,2.5,53.5,190,12.2,29,230,1000,11.30
F003817,14502,"Fat, solid, vegetable oil based",3702,0.2,100.0,0.0,0.0,0.0,0,0.0,0,0,0,49.02
F003818,16504,"Feijoa, raw",176,0.6,0.4,3.0,7.7,8.0,6,0.1,7,124,2,0.10
F003819,24801,"Fennel, fresh, boiled, drained",108,1.2,0.1,2.1,3.9,3.9,22,0.0,11,296,42,0.00
F003820,24801,"Fennel, fresh, raw",92,1.0,0.1,1.8,3.3,3.3,20,0.0,10,280,38,0.00
